winery,region_1,province,country
Château Arnaucosse,Bordeaux,Bordeaux,France
Kirkland Signature,Friuli Grave,Northeastern Italy,Italy
Carpineto,Maremma,Tuscany,Italy
Domaine du Gouyat,Bergerac,Southwest France,France
Forchir,Friuli Grave,Northeastern Italy,Italy
Carivintas,Dunnigan Hills,California,US
Tenuta Valli,Albana di Romagna,Central Italy,Italy
Wheelhouse,Napa Valley,California,US
Promise,Rutherford,California,US
Sean Thackrey,California,California,US
Bartalotti,Rutherford,California,US
Kapcsandy Family Winery,Yountville,California,US
Coturri Winery,Mendocino County,California,US
Evodia,Calatayud,Northern Spain,Spain
Suncé Vineyard & Winery,North Coast,California,US
Suncé Vineyard & Winery,Suisun Valley,California,US
Maysie Cellars,Mendocino County,California,US
Menduco,Uco Valley,Mendoza Province,Argentina
Michel Picard,Châteauneuf-du-Pape,Rhône Valley,France
Roney,Stags Leap District,California,US
True Vine,El Dorado County,California,US
Bianchi,Edna Valley,California,US
E. Guigal,Crozes-Hermitage,Rhône Valley,France
Marco Cottini,Amarone della Valpolicella Classico,Veneto,Italy
Bodega Furlotti,Mendoza,Mendoza Province,Argentina
Grotta del Ninfeo,Amarone della Valpolicella,Veneto,Italy
Bernard Magrez,Laudun,Rhône Valley,France
Domaine Jean-Michel Gerin,Collines Rhôdaniennes,Rhône Valley,France
Cascina Bretta Rossa,Alta Langa,Piedmont,Italy
Château Belcier,Bordeaux Supérieur,Bordeaux,France
Andreola,Valdobbiadene Superiore di Cartizze,Veneto,Italy
Anonymous,Santa Barbara County,California,US
Château les Bormettes,Côtes de Provence,Provence,France
Gran Passione,Gavi,Piedmont,Italy
Ninety+,Napa Valley,California,US
Trinitas,Oakville,California,US
Signorello,Russian River Valley,California,US
Stratton Lummis,Carneros,California,US
Streamside,Napa Valley,California,US
Castoro Cellars,Santa Barbara County,California,US
Righteous,Wahluke Slope,Washington,US
Château de Carolle,Graves,Bordeaux,France
Château Valcombe,Ventoux,Rhône Valley,France
Dario Coos,Ramandolo,Northeastern Italy,Italy
Ridge,Napa Valley,California,US
Evolve,Sonoma Valley,California,US
Montevina,Santa Barbara County,California,US
Roy J. Maier,Sonoma County,California,US
Cistus,,Douro,Portugal
Quinta de Bandeiras,,Douro,Portugal
Garnet Vineyards,Carneros,California,US
Villa San Giovanni,Moscato d'Asti,Piedmont,Italy
Château la Voie,Blaye Côtes de Bordeaux,Bordeaux,France
Château Laubes,Bordeaux,Bordeaux,France
Château Montcabrier,Bordeaux Supérieur,Bordeaux,France
Château Rouzerol,Castillon Côtes de Bordeaux,Bordeaux,France
Château Saint Urbain,Blaye Côtes de Bordeaux,Bordeaux,France
Bright Angel WInes,Sta. Rita Hills,California,US
Buil & Giné,Priorat,Catalonia,Spain
Foundry,California,California,US
Matteo Correggia,Barbera d'Alba Superiore,Piedmont,Italy
Icardi,Barbera d'Alba,Piedmont,Italy
Château Hoste-Blanc,Bordeaux Blanc,Bordeaux,France
Château La Rose Poncet,Castillon Côtes de Bordeaux,Bordeaux,France
Château Le Pin de Belcier,Castillon Côtes de Bordeaux,Bordeaux,France
Wm. Harrison,Carneros,California,US
18401 Cellars,Walla Walla Valley (WA),Washington,US
Spindrift Cellars,Walla Walla Valley (OR),Oregon,US
Château de Fountgraves,Coteaux du Languedoc,Languedoc-Roussillon,France
Château de Fuissé,Juliénas,Beaujolais,France
Albino Armani,Amarone della Valpolicella,Veneto,Italy
Brotte,Tavel,Rhône Valley,France
Villa Mora,Montefalco Rosso,Central Italy,Italy
La Antigua,Rioja,Northern Spain,Spain
Campo della Maestà,Montefalco Sagrantino,Central Italy,Italy
Manzini,Valpolicella Classico Superiore Ripasso,Veneto,Italy
Montelle,Missouri,Missouri,US
Ossiam,Utiel-Requena,Levante,Spain
Stark Raving,California,California,US
Pagos del Rey,Valdepeñas,Central Spain,Spain
Domaine Bernard Moreau et Fils,Bourgogne,Burgundy,France
Jacuzzi,Sonoma Coast,California,US
Domaine Faiveley,Chablis,Burgundy,France
Watts,Clements Hills,California,US
Zina Hyde Cunningham,Sonoma County,California,US
Ricardus Corculum,Dry Creek Valley,California,US
Indian Valley,Central Coast,California,US
Lucas Carton,Côtes du Rhône,Rhône Valley,France
Alchemy Wine Productions,Santa Ynez Valley,California,US
Altozano,Tierra del Viños de Zamora,Northern Spain,Spain
Castello del Poggio,Asti,Piedmont,Italy
Firelands,Isle St. George,Ohio,US
Zimòr,Friuli Grave,Northeastern Italy,Italy
Roessler,Mendocino,California,US
Poderi San Lazzaro,Offida Pecorino,Central Italy,Italy
Shadybrook,Coombsville,California,US
Ciù Ciù,Offida Pecorino,Central Italy,Italy
Antolini,Recioto della Valpolicella Classico,Veneto,Italy
Marcus James,Mendoza,Mendoza Province,Argentina
J.L. Chave,Hermitage,Rhône Valley,France
Dalla Valle,Napa Valley,California,US
Nanni Copé,Terre del Volturno,Southern Italy,Italy
Joel Gott,Amador County,California,US
Laird,Oak Knoll District,California,US
Tedeschi,Valpolicella Classico,Veneto,Italy
Musella,Valpolicella Superiore Ripasso,Veneto,Italy
Musella,Valpolicella Superiore,Veneto,Italy
Seven of Hearts,Columbia Valley (WA),Washington,US
Viña Ludy,Rías Baixas,Galicia,Spain
Lamberti,Veneto,Veneto,Italy
Seneca Shore,Finger Lakes,New York,US
Clos des Justices,Bordeaux Blanc,Bordeaux,France
True Myth,Paso Robles,California,US
Ca'Tullio,Colli Orientali del Friuli,Northeastern Italy,Italy
R & B Cellars,El Dorado,California,US
I Clivi,Collio,Northeastern Italy,Italy
Conclusion,Sonoma County,California,US
Domaine Barmès-Buecher,Crémant d'Alsace,Alsace,France
Conte Leopardi,Rosso Conero,Central Italy,Italy
Saladini Pilastri,Rosso Piceno Superiore,Central Italy,Italy
Casella,South Australia,South Australia,Australia
Caliza,Central Coast,California,US
Patz & Hall,Mendocino,California,US
Rijckaert,Pouilly-Fuissé,Burgundy,France
Saviah,Washington,Washington,US
Los Padres,Central Coast,California,US
Domaine Les Carmels,Cadillac Côtes de Bordeaux,Bordeaux,France
Finca Ventura,Jumilla,Levante,Spain
Gancia,Piemonte,Piedmont,Italy
Jean-Paul Brun,Morgon,Beaujolais,France
La Voix,Santa Barbara County,California,US
Theopolis,Anderson Valley,California,US
Kimmel,Mendocino,California,US
Domaine Denis Jeandeau,Viré-Clessé,Burgundy,France
Louis Max,Gevrey-Chambertin,Burgundy,France
I Saltari,Amarone della Valpolicella,Veneto,Italy
Miroballi Wines,Santa Ynez Valley,California,US
Domaine Grossot,Chablis,Burgundy,France
Cape May,New Jersey,New Jersey,US
Blue Reef,South Eastern Australia,Australia Other,Australia
Catharine Valley,Finger Lakes,New York,US
Rezonja,Alexander Valley,California,US
Bocage,Monterey,California,US
Woomera,South Eastern Australia,Australia Other,Australia
Dezzani,Barolo,Piedmont,Italy
Valori,Montepulciano d'Abruzzo Colline Teramane,Central Italy,Italy
Love That Red,Walla Walla Valley (WA),Washington,US
Cesari,Valpolicella Classico Superiore Ripasso,Veneto,Italy
Olivier Leflaive,Volnay,Burgundy,France
Domaine Perrot-Minot,Vosne-Romanée,Burgundy,France
Jean-Claude Boisset,Gevrey-Chambertin,Burgundy,France
Francis Ford Coppola,Knights Valley,California,US
Godiolo,Rosso di Montepulciano,Tuscany,Italy
Cosentino,Solano County,California,US
C&T;,Napa-Sonoma,California,US
Eden Canyon,Paso Robles,California,US
Obvio,Mendoza,Mendoza Province,Argentina
Resta,Salice Salentino,Southern Italy,Italy
Talisman,Carneros,California,US
Tangent,Central Coast,California,US
Drusian,Prosecco di Conegliano e Valdobbiadene,Veneto,Italy
Jaillance,Clairette de Die,Rhône Valley,France
Veraison,Napa Valley,California,US
York Mountain Winery,Edna Valley,California,US
Raúl Pérez,Bierzo,Northern Spain,Spain
Tantara,Chalone,California,US
Château la Fleur de Boüard,Lalande de Pomerol,Bordeaux,France
Château La Forge,Saint-Émilion,Bordeaux,France
Marietta Cellars,Yorkville Highlands,California,US
Eleven Eleven,Rutherford,California,US
Christophe Cordier,Viré-Clessé,Burgundy,France
Domaine des Crets,Mâcon-Villages,Burgundy,France
François Buffet,Savigny-lès-Beaune,Burgundy,France
Les Frères Dutruy,,,
Maurice Martin,Saint-Véran,Burgundy,France
Les Crêtes,Valle d'Aosta,Northwestern Italy,Italy
Louis Galud,Pouilly-Fuissé,Burgundy,France
Mauro Sebaste,Roero Arneis,Piedmont,Italy
Anne Amie,Oregon,Oregon,US
Elvio Cogno,Dolcetto d'Alba,Piedmont,Italy
T.A.T.T,Columbia Valley (WA),Washington,US
Ognissole,Salento,Southern Italy,Italy
Wakefield,Clare Valley-Eden Valley,South Australia,Australia
Landy Family Vineyards,Russian River Valley,California,US
Retzlaff,Livermore Valley,California,US
Beccarello,Veneto,Veneto,Italy
Dauvergne & Ranvier,Costières de Nîmes,Rhône Valley,France
Domaine Brusset,Ventoux,Rhône Valley,France
Mas Oncle Ernest,Ventoux,Rhône Valley,France
Sequiot,Valencia,Levante,Spain
Retorno,Calatayud,Northern Spain,Spain
Domaine Pierre Duret,Sancerre,Loire Valley,France
Talamonti,Cerasuolo d'Abruzzo,Central Italy,Italy
Caldora Vini,Montepulciano d'Abruzzo,Central Italy,Italy
HQSA,,Valle de Guadalupe,Mexico
Maragas,Oregon,Oregon,US
Sidebar,Mokelumne River,California,US
SOLID,California,California,US
Stéphane Aviron,Côte de Brouilly,Beaujolais,France
Uvaggio,Carneros,California,US
Antoine Simoneau,Touraine,Loire Valley,France
Bailiwick,Sonoma Coast,California,US
Deering,Sonoma Valley,California,US
Ottella,Lugana Superiore,Lombardy,Italy
Château Cadet-Piola,Saint-Émilion,Bordeaux,France
Terra de Falanis,Vi de la Terra Mallorca,Spanish Islands,Spain
Owl Ridge,Russian River Valley,California,US
Cellier des Chartreux,Côtes du Rhône,Rhône Valley,France
Ghost Pines,Monterey County-Napa County-Sonoma County,California,US
Main & Geary,Napa Valley,California,US
J.V. Fleury,Châteauneuf-du-Pape,Rhône Valley,France
Jean-Luc and Paul Aegerter,Chorey-lès-Beaune,Burgundy,France
La Tosa,Gutturnio Classico Superiore,Central Italy,Italy
Mas de la Dame,Vin de Pays des Alpilles,Provence,France
Monte Cinco,Luján de Cuyo,Mendoza Province,Argentina
Tenuta Klaus Lentsch,Alto Adige,Northeastern Italy,Italy
Franz Haas,Vigneti delle Dolomiti,Northeastern Italy,Italy
Roots,Chehalem Mountains,Oregon,US
Tenuta Alzatura,Montefalco Sagrantino,Central Italy,Italy
Le Cimate,Montefalco Sagrantino,Central Italy,Italy
Les Hauts de Croix de Labrie,Saint-Émilion,Bordeaux,France
P2,San Luis Obispo County,California,US
Loredona,Lodi,California,US
Marion-Bosser,Champagne,Champagne,France
Collection des Anges,Côtes de Provence,Provence,France
Devil's Advocate,Paso Robles,California,US
Twisted Cedar,Clarksburg,California,US
Headbanger,California,California,US
Paro,Sonoma Mountain,California,US
Sweet Cheeks,Southern Oregon,Oregon,US
Marziano Abbona,Nebbiolo d'Alba,Piedmont,Italy
Cartograph,Mendocino Ridge,California,US
Château Sainte-Barbe,Bordeaux Supérieur,Bordeaux,France
Fattoria la Castellina,Rosso di Toscana,Tuscany,Italy
Jasper Sisco,Willamette Valley,Oregon,US
Lima Smith,,Douro,Portugal
Barrel Road,California,California,US
Beacon Hill,Dundee Hills,Oregon,US
Valdo,Prosecco di Conegliano e Valdobbiadene,Veneto,Italy
Zanetti,Prosecco di Conegliano e Valdobbiadene,Veneto,Italy
Zardetto,Italy,Italy Other,Italy
Maccari Spumanti,Prosecco Superiore di Cartizze,Veneto,Italy
Luca,Uco Valley,Mendoza Province,Argentina
Work,Howell Mountain,California,US
Arnaldo Caprai,Colli Martani,Central Italy,Italy
Capel Vale,Mount Barker,Western Australia,Australia
Domaine Gibault,Touraine,Loire Valley,France
Fairhope,Napa Valley,California,US
Finca El Origen,Cafayate,Other,Argentina
Fog Alley,Central Coast,California,US
Roquesán,Ribera del Duero,Northern Spain,Spain
Burnt Bridge,Snipes Mountain,Washington,US
Eterna Juventud,Rías Baixas,Galicia,Spain
Stina's,Wahluke Slope,Washington,US
Avelina,North Coast,California,US
Diseño,Mendoza,Mendoza Province,Argentina
Orpheus,Napa County,California,US
Finca Los Olmos,Maipú,Mendoza Province,Argentina
Domaine du Vissoux,Crémant de Bourgogne,Burgundy,France
Jaffelin,Bourgogne,Burgundy,France
Domaine Luquet,Mâcon-Fuissé,Burgundy,France
Parkers Estate,North Coast,California,US
L. Tramier & Fils,Viré-Clessé,Burgundy,France
Locations,Washington,Washington,US
Louis Max,Mâcon-Milly Lamartine,Burgundy,France
Miner,California,California,US
Suertes del Marqués,,Spanish Islands,Spain
Sylvaine et Alain Normand,Mâcon La Roche Vineuse,Burgundy,France
Domaine Viticole de la Ville de Colmar,Alsace,Alsace,France
Joanne Weir,Napa Valley,California,US
Pieve Vecchia,Maremma Toscana,Tuscany,Italy
Tantara,Central Coast,California,US
Ghostrunner,Lodi,California,US
Lionel Osmin & Cie,,Southwest France,France
Arrowood,Alexander Valley,California,US
J. Bookwalter,Red Mountain,Washington,US
Maroon,Yountville,California,US
Maison Bleue,Horse Heaven Hills,Washington,US
Carpineto,Rosso di Montepulciano,Tuscany,Italy
Betwixt,Chalone,California,US
David Duband,Côte de Nuits-Villages,Burgundy,France
Gróf Degenfeld,,Tokaj,Hungary
Kale,Rutherford,California,US
Château Soussac,Bordeaux Supérieur,Bordeaux,France
Le Grascete,Toscana,Tuscany,Italy
Raphael,Verdicchio dei Castelli di Jesi Classico,Central Italy,Italy
Malabaila,Roero,Piedmont,Italy
Brady Cellars,Walla Walla Valley (WA),Washington,US
Saget la Perrière,Chinon,Loire Valley,France
Château Haut-Macô,Côtes de Bourg,Bordeaux,France
Licenciado,Rioja,Northern Spain,Spain
Domaine les Grands Presbytères,Muscadet Sèvre et Maine,Loire Valley,France
Les Hauts de Tousquiron,Haut-Médoc,Bordeaux,France
Château Haut-Sorillon,Bordeaux Supérieur,Bordeaux,France
Adega Cachín,Ribeira Sacra,Galicia,Spain
Karine,Central Valley,California,US
Labouré-Roi,Chassagne-Montrachet,Burgundy,France
Fattoria Ambra,Barco Reale di Carmignano,Tuscany,Italy
Fornacelle,Vernaccia di San Gimignano,Tuscany,Italy
Marenco,Strevi,Piedmont,Italy
Abbey Creek,Willamette Valley,Oregon,US
Hans Lang,,Rheingau,Germany
Furlan,Venezia Giulia,Northeastern Italy,Italy
Agur,,Judean Hills,Israel
Château de Laville,Premieres Côtes de Bordeaux,Bordeaux,France
Château Grand Tayac,Margaux,Bordeaux,France
Domaine de Pajot,Vin de Pays des Côtes de Gascogne,Southwest France,France
Esoterica by Kent Rasmussen,Rutherford,California,US
Gadais Père et Fils,Muscadet,Loire Valley,France
Pasqua,Prosecco,Veneto,Italy
Salatin,Prosecco Treviso,Veneto,Italy
Natale Verga,Prosecco,Veneto,Italy
Bertolani,Lambrusco Reggiano,Central Italy,Italy
Bosio,Brachetto d'Acqui,Piedmont,Italy
Colle S. Mustiola di Fabio Cenni,Toscana,Tuscany,Italy
Thunder Mountain,Santa Cruz Mountains,California,US
The Terraces,Napa Valley,California,US
Karl Lawrence,Napa Valley,California,US
August Briggs,Sonoma Mountain,California,US
Stonehaven,South Eastern Australia,Australia Other,Australia
Château Coussin,Mediterranée,France Other,France
Mas Chappell,Wahluke Slope,Washington,US
Unparalleled,Central Coast,California,US
Redwood Empire,Sonoma Coast,California,US
Lafage,Vin de France,France Other,France
Yellow Tail,Australia-New Zealand,Australia Other,Australia
Lacheteau,Vin de France,France Other,France
Arthur's Creek,Yarra Valley,Victoria,Australia
Salena Estate,Riverland,South Australia,Australia
Willow Creek,Mornington Peninsula,Victoria,Australia
San Simeon,Arroyo Seco,California,US
Aquinas,Napa County-Sonoma County-Lake County,California,US
Two Vines,Columbia Valley (WA),Washington,US
Midnight,El Pomar District,California,US
Cave de Bissey,Bourgogne Aligoté,Burgundy,France
Domaines Devillard,Coteaux Bourguignons,Burgundy,France
Centovigne,Coste della Sesia,Piedmont,Italy
Abadia Retuerta,Sardon de Duero,Northern Spain,Spain
Les Trouvés,Washington,Washington,US
Swick,Columbia Valley (WA),Washington,US
Wilridge,Snipes Mountain,Washington,US
City Winery of New York,Russian River Valley,California,US
Bernard Magrez,Blaye Côtes de Bordeaux,Bordeaux,France
Murphy-Goode,Russian River Valley,California,US
Northwest Cellars,Horse Heaven Hills,Washington,US
Château Magnan-Figeac,Saint-Émilion,Bordeaux,France
Castel Boglione,Barolo,Piedmont,Italy
Denario,Río Negro Valley,Other,Argentina
White Rose,Willamette Valley,Oregon,US
Château Fongaban,Castillon Côtes de Bordeaux,Bordeaux,France
Duck Pond,Oregon,Oregon,US
Rive Droite Rive Gauche,Côtes du Rhône,Rhône Valley,France
Rubinna,Napa Valley,California,US
Domaine de Lamothe,Côtes de Gascogne,Southwest France,France
Latah Creek,Yakima Valley,Washington,US
Bruno Giacosa,Barolo,Piedmont,Italy
Chakana,Uco Valley,Mendoza Province,Argentina
Musico,Brunello di Montalcino,Tuscany,Italy
Anaba,Santa Lucia Highlands,California,US
Château de Reynaud,Côtes de Bourg,Bordeaux,France
Antonio Caggiano,Campania,Southern Italy,Italy
Calatrasi,Puglia,Southern Italy,Italy
Vitae,Puglia,Southern Italy,Italy
Howling Wolves,Margaret River,Western Australia,Australia
Pinot Patch,California,California,US
Ponte Vecchio,Spain,Spain Other,Spain
State of Art,Monterey County,California,US
Lapis Luna,North Coast,California,US
Oenophile Wines,California,California,US
Vie Winery,California,California,US
August Truth,Sonoma Coast,California,US
Monmousseau,Vouvray,Loire Valley,France
Arché,Texoma,Texas,US
Casey Flat Ranch,Capay Valley,California,US
Waltzing Bear,Santa Barbara County,California,US
McPrice Myers,Santa Barbara County,California,US
Roncolato,Amarone della Valpolicella,Veneto,Italy
Thomas Fogarty,Napa Valley,California,US
Calafia,Napa Valley,California,US
Chaltén,Mendoza,Mendoza Province,Argentina
Stonegate,California,California,US
Il Valentiano,Rosso di Montalcino,Tuscany,Italy
Makulu,,Western Cape,South Africa
Colby Red,California,California,US
Caposaldo,Pavia,Lombardy,Italy
Poderi Arancio,Colli Euganei,Veneto,Italy
Cortijo,Rioja,Northern Spain,Spain
Chaza,,Western Cape,South Africa
Amadores,Mendoza,Mendoza Province,Argentina
Artemovsk,,Ukraine,Ukraine
Borjón,Napa Valley,California,US
Gubinelli,Mendoza,Mendoza Province,Argentina
Sweet Cheeks,Umpqua Valley,Oregon,US
Wilson and Wilson,Napa Valley,California,US
Maison Stéphane Brocard,Pouilly-Fuissé,Burgundy,France
Olivier Leflaive,Pernand-Vergelesses,Burgundy,France
